Gr Liv Area,Garage Area,SalePrice,1Fam,2fmCon,Duplex,Twnhs,TwnhsE
1363,439.0,241500,1,0,0,0,0
1663,529.0,256000,1,0,0,0,0
1357,312.0,177000,1,0,0,0,0
1079,249.0,125600,1,0,0,0,0
1094,495.0,155000,1,0,0,0,0
2358,360.0,240000,1,0,0,0,0
1518,0.0,260000,1,0,0,0,0
1674,396.0,185000,1,0,0,0,0
2108,540.0,235000,1,0,0,0,0
1509,322.0,159900,1,0,0,0,0
864,0.0,99600,0,0,1,0,0
1269,280.0,134500,1,0,0,0,0
1367,384.0,119000,1,0,0,0,0
1347,0.0,107500,0,1,0,0,0
1164,240.0,125000,0,1,0,0,0
1096,0.0,79000,1,0,0,0,0
1111,200.0,95000,1,0,0,0,0
2329,514.0,262280,1,0,0,0,0
2814,614.0,260000,1,0,0,0,0
1626,534.0,226500,1,0,0,0,0
2200,453.0,225000,1,0,0,0,0
2037,472.0,229000,1,0,0,0,0
1356,484.0,177439,1,0,0,0,0
1615,864.0,248500,1,0,0,0,0
2276,1348.0,475000,1,0,0,0,0
1766,874.0,395039,1,0,0,0,0
2097,678.0,228000,1,0,0,0,0
1511,811.0,225000,1,0,0,0,0
1643,438.0,195000,1,0,0,0,0
1688,603.0,200000,1,0,0,0,0
990,528.0,155000,1,0,0,0,0
1099,352.0,144000,1,0,0,0,0
990,672.0,145000,1,0,0,0,0
1418,558.0,226001,1,0,0,0,0
1771,600.0,215700,1,0,0,0,0
1652,532.0,207500,1,0,0,0,0
1790,588.0,193000,1,0,0,0,0
1724,527.0,188000,1,0,0,0,0
1479,577.0,191000,1,0,0,0,0
1494,530.0,221000,1,0,0,0,0
1792,564.0,231500,1,0,0,0,0
1823,626.0,235000,1,0,0,0,0
1786,608.0,223500,1,0,0,0,0
938,308.0,130250,1,0,0,0,0
985,328.0,149900,1,0,0,0,0
1174,528.0,158000,1,0,0,0,0
1026,576.0,147000,1,0,0,0,0
1076,576.0,143195,1,0,0,0,0
1558,440.0,163000,1,0,0,0,0
924,280.0,110000,1,0,0,0,0
864,352.0,127000,1,0,0,0,0
780,352.0,124900,1,0,0,0,0
1795,534.0,230000,1,0,0,0,0
2031,577.0,237000,1,0,0,0,0
1865,839.0,235000,1,0,0,0,0
2161,570.0,230500,1,0,0,0,0
1852,660.0,230000,1,0,0,0,0
2031,541.0,222500,1,0,0,0,0
2263,905.0,287000,1,0,0,0,0
1947,725.0,274000,1,0,0,0,0
1786,715.0,300000,1,0,0,0,0
2290,779.0,255900,1,0,0,0,0
1768,543.0,224900,1,0,0,0,0
2327,596.0,240000,1,0,0,0,0
1640,595.0,183000,1,0,0,0,0
1764,560.0,207000,1,0,0,0,0
1908,493.0,210000,1,0,0,0,0
848,420.0,136500,0,0,0,0,1
848,420.0,145000,0,0,0,0,1
1493,508.0,208900,1,0,0,0,0
1838,721.0,185000,0,0,1,0,0
1536,532.0,214000,1,0,0,0,0
1710,548.0,208500,1,0,0,0,0
1445,470.0,186500,1,0,0,0,0
1436,484.0,210000,1,0,0,0,0
1582,520.0,185900,1,0,0,0,0
1234,484.0,179900,1,0,0,0,0
1564,814.0,218836,1,0,0,0,0
1361,610.0,193000,1,0,0,0,0
1456,410.0,189000,1,0,0,0,0
848,420.0,149300,0,0,0,0,1
848,420.0,141000,0,0,0,0,1
848,420.0,149000,0,0,0,0,1
848,420.0,144500,0,0,0,0,1
796,0.0,85000,1,0,0,0,0
2200,0.0,145900,0,0,1,0,0
1092,264.0,123000,1,0,0,0,0
1256,276.0,147500,1,0,0,0,0
1033,504.0,165000,1,0,0,0,0
1127,480.0,135000,1,0,0,0,0
996,0.0,108000,1,0,0,0,0
1181,588.0,137500,1,0,0,0,0
1656,397.0,165400,1,0,0,0,0
1117,542.0,147000,1,0,0,0,0
1398,440.0,160500,1,0,0,0,0
1132,451.0,176000,1,0,0,0,0
3820,624.0,284700,1,0,0,0,0
5642,1418.0,160000,1,0,0,0,0
1072,525.0,148000,0,0,0,0,1
1152,0.0,82000,0,0,1,0,0
1152,0.0,82000,0,0,1,0,0
1440,0.0,118000,0,0,1,0,0
1152,0.0,82500,0,0,1,0,0
784,0.0,91900,0,1,0,0,0
1053,0.0,120000,1,0,0,0,0
1137,0.0,96000,1,0,0,0,0
930,286.0,99000,1,0,0,0,0
1200,240.0,130500,1,0,0,0,0
1470,548.0,135000,1,0,0,0,0
1393,300.0,135500,1,0,0,0,0
1204,312.0,100000,1,0,0,0,0
1292,205.0,108000,1,0,0,0,0
864,0.0,98000,1,0,0,0,0
864,0.0,67000,1,0,0,0,0
1716,0.0,135900,0,1,0,0,0
1482,400.0,140000,1,0,0,0,0
2192,240.0,179500,1,0,0,0,0
1694,576.0,136500,1,0,0,0,0
1424,312.0,168000,1,0,0,0,0
1964,0.0,130000,1,0,0,0,0
2601,621.0,189000,1,0,0,0,0
1920,480.0,161900,0,0,1,0,0
1316,369.0,145000,1,0,0,0,0
2555,672.0,191000,1,0,0,0,0
1680,308.0,177000,1,0,0,0,0
1264,400.0,147500,1,0,0,0,0
790,160.0,91000,1,0,0,0,0
1512,180.0,231000,1,0,0,0,0
1639,240.0,115000,1,0,0,0,0
1603,599.0,138000,1,0,0,0,0
1502,270.0,149000,1,0,0,0,0
1660,240.0,188700,1,0,0,0,0
1938,240.0,198000,1,0,0,0,0
1374,225.0,110000,1,0,0,0,0
1091,344.0,104000,1,0,0,0,0
1873,786.0,257076,1,0,0,0,0
3447,1014.0,381000,1,0,0,0,0
1954,431.0,311500,1,0,0,0,0
2161,506.0,263400,1,0,0,0,0
1898,484.0,236500,1,0,0,0,0
1640,924.0,224000,1,0,0,0,0
1032,462.0,116500,0,0,0,1,0
1556,452.0,151000,0,0,0,1,0
919,195.0,126000,1,0,0,0,0
1090,240.0,120000,1,0,0,0,0
796,0.0,55000,1,0,0,0,0
816,432.0,120500,1,0,0,0,0
778,924.0,120500,1,0,0,0,0
1200,0.0,119000,1,0,0,0,0
1656,288.0,126000,1,0,0,0,0
912,360.0,99500,1,0,0,0,0
1955,356.0,165500,1,0,0,0,0
733,487.0,13100,1,0,0,0,0
1361,185.0,89000,1,0,0,0,0
1317,250.0,40000,1,0,0,0,0
1049,195.0,80900,1,0,0,0,0
894,1248.0,81000,1,0,0,0,0
864,216.0,65000,1,0,0,0,0
1652,482.0,392500,0,0,0,0,1
1648,525.0,294464,0,0,0,0,1
1646,482.0,250000,0,0,0,0,1
1646,482.0,275000,0,0,0,0,1
2032,786.0,300000,1,0,0,0,0
1689,857.0,271000,1,0,0,0,0
1820,816.0,213000,1,0,0,0,0
1118,358.0,171000,1,0,0,0,0
1279,473.0,171500,1,0,0,0,0
1872,484.0,100000,0,0,1,0,0
1689,432.0,228500,1,0,0,0,0
1786,529.0,228950,0,1,0,0,0
1501,512.0,241500,0,0,0,0,1
2898,665.0,287000,1,0,0,0,0
1537,788.0,294000,1,0,0,0,0
1646,800.0,293077,1,0,0,0,0
1780,612.0,264966,1,0,0,0,0
1442,400.0,172500,1,0,0,0,0
1394,400.0,167500,1,0,0,0,0
1612,666.0,218689,1,0,0,0,0
1495,438.0,150000,1,0,0,0,0
1651,616.0,184000,1,0,0,0,0
1256,578.0,180000,1,0,0,0,0
1509,600.0,175000,1,0,0,0,0
1440,467.0,232500,1,0,0,0,0
1675,435.0,195000,1,0,0,0,0
2262,749.0,305000,1,0,0,0,0
1728,520.0,298751,1,0,0,0,0
1964,892.0,370000,1,0,0,0,0
1344,784.0,209200,0,0,1,0,0
1344,784.0,206300,0,0,1,0,0
1092,0.0,146000,1,0,0,0,0
1189,392.0,160500,0,0,0,0,1
1200,850.0,173000,1,0,0,0,0
1040,499.0,124000,0,0,0,0,1
1304,336.0,115000,0,0,0,0,1
1475,336.0,129500,0,0,0,0,1
988,297.0,105000,0,0,0,1,0
988,297.0,94900,0,0,0,1,0
1160,257.0,152500,1,0,0,0,0
1092,0.0,98000,0,0,0,1,0
630,0.0,81000,0,0,0,1,0
988,520.0,113000,1,0,0,0,0
816,264.0,128500,1,0,0,0,0
923,264.0,119500,1,0,0,0,0
816,264.0,130500,1,0,0,0,0
816,816.0,138000,1,0,0,0,0
845,264.0,134500,1,0,0,0,0
1750,423.0,160000,1,0,0,0,0
889,484.0,137500,1,0,0,0,0
1968,530.0,172000,1,0,0,0,0
1836,288.0,103000,1,0,0,0,0
1587,525.0,167300,1,0,0,0,0
1277,526.0,167000,1,0,0,0,0
2223,516.0,244000,1,0,0,0,0
2217,621.0,268000,1,0,0,0,0
1733,433.0,225000,1,0,0,0,0
1572,373.0,168000,1,0,0,0,0
1470,388.0,177000,1,0,0,0,0
1600,460.0,169000,1,0,0,0,0
1384,390.0,161500,1,0,0,0,0
1652,499.0,251000,0,0,0,0,1
1694,398.0,160000,1,0,0,0,0
1714,451.0,180000,1,0,0,0,0
1553,420.0,178750,1,0,0,0,0
1253,402.0,176000,1,0,0,0,0
2299,482.0,204000,1,0,0,0,0
1187,420.0,160000,1,0,0,0,0
1472,402.0,160000,1,0,0,0,0
1482,392.0,163900,1,0,0,0,0
1642,392.0,168000,1,0,0,0,0
1128,480.0,154204,1,0,0,0,0
1088,461.0,170000,0,0,0,0,1
2090,577.0,207500,0,0,0,0,1
1179,480.0,182000,0,0,0,0,1
1321,484.0,212000,0,0,0,0,1
1922,676.0,377426,1,0,0,0,0
2541,729.0,349265,1,0,0,0,0
2338,1110.0,591587,1,0,0,0,0
1424,828.0,155000,0,1,0,0,0
1612,556.0,319900,0,0,0,0,1
1419,567.0,392000,1,0,0,0,0
2234,724.0,441929,1,0,0,0,0
2042,724.0,455000,1,0,0,0,0
1440,467.0,182900,1,0,0,0,0
1284,480.0,174000,1,0,0,0,0
1868,477.0,178000,1,0,0,0,0
1479,484.0,176000,1,0,0,0,0
1664,663.0,213000,1,0,0,0,0
1930,481.0,192000,1,0,0,0,0
1969,534.0,190000,1,0,0,0,0
2030,551.0,195000,1,0,0,0,0
1032,564.0,148000,1,0,0,0,0
1177,495.0,151500,1,0,0,0,0
1725,550.0,197000,1,0,0,0,0
1353,478.0,192350,1,0,0,0,0
1620,462.0,152000,1,0,0,0,0
1220,944.0,170000,1,0,0,0,0
1484,487.0,175000,1,0,0,0,0
1743,539.0,175000,1,0,0,0,0
1935,550.0,197900,1,0,0,0,0
1324,585.0,174000,1,0,0,0,0
1877,488.0,178900,1,0,0,0,0
1109,288.0,139000,1,0,0,0,0
981,576.0,143250,1,0,0,0,0
1479,484.0,184000,1,0,0,0,0
1422,576.0,155000,1,0,0,0,0
914,368.0,133000,1,0,0,0,0
950,280.0,119500,1,0,0,0,0
872,480.0,123000,1,0,0,0,0
858,684.0,110000,1,0,0,0,0
914,270.0,128000,1,0,0,0,0
864,528.0,120500,1,0,0,0,0
767,367.0,133000,0,0,0,0,1
1337,511.0,155000,0,0,0,0,1
1337,522.0,177000,0,0,0,0,1
1092,264.0,113500,0,0,0,1,0
1218,264.0,113000,0,0,0,1,0
1218,264.0,113700,0,0,0,1,0
1302,440.0,106000,0,0,0,0,1
1365,440.0,122500,0,0,0,0,1
958,440.0,128000,0,0,0,0,1
1548,440.0,155000,0,0,0,0,1
1055,319.0,142500,0,0,0,1,0
988,360.0,129250,1,0,0,0,0
1816,730.0,356000,1,0,0,0,0
1828,774.0,314813,1,0,0,0,0
1694,818.0,318000,1,0,0,0,0
1694,856.0,322400,1,0,0,0,0
1734,928.0,318000,1,0,0,0,0
2122,938.0,345474,1,0,0,0,0
2121,732.0,415298,1,0,0,0,0
2656,1040.0,492000,1,0,0,0,0
2550,670.0,338931,1,0,0,0,0
2046,878.0,450000,1,0,0,0,0
2172,947.0,280000,1,0,0,0,0
2552,932.0,479069,1,0,0,0,0
1973,895.0,395000,1,0,0,0,0
2643,694.0,380000,1,0,0,0,0
1634,866.0,250000,1,0,0,0,0
1976,908.0,440000,1,0,0,0,0
2758,814.0,418000,1,0,0,0,0
2290,1174.0,500067,1,0,0,0,0
2152,728.0,260116,1,0,0,0,0
2473,852.0,317000,1,0,0,0,0
2100,786.0,319500,1,0,0,0,0
2161,789.0,325624,1,0,0,0,0
1802,843.0,372000,1,0,0,0,0
2956,916.0,342000,1,0,0,0,0
2468,872.0,354000,1,0,0,0,0
2385,818.0,350000,1,0,0,0,0
2374,656.0,285000,1,0,0,0,0
1818,774.0,281500,1,0,0,0,0
1614,878.0,245700,1,0,0,0,0
1721,554.0,232698,1,0,0,0,0
1828,876.0,250000,1,0,0,0,0
1362,460.0,194700,0,0,0,0,1
1302,631.0,204000,0,0,0,1,0
1302,631.0,200000,0,0,0,1,0
1362,460.0,207000,0,0,0,0,1
1554,627.0,209500,0,0,0,1,0
1554,627.0,209500,0,0,0,1,0
1370,484.0,202500,0,0,0,0,1
1577,564.0,280000,0,0,0,0,1
1561,556.0,277500,0,0,0,0,1
1869,617.0,318061,0,0,0,0,1
1324,550.0,221370,0,0,0,0,1
1405,478.0,200000,0,0,0,0,1
1496,572.0,181755,1,0,0,0,0
1536,400.0,176000,1,0,0,0,0
1484,393.0,178900,1,0,0,0,0
1458,454.0,168165,1,0,0,0,0
1495,440.0,171925,1,0,0,0,0
1746,350.0,198444,1,0,0,0,0
1326,388.0,203000,1,0,0,0,0
1456,400.0,179540,1,0,0,0,0
1302,436.0,176485,1,0,0,0,0
1340,396.0,181134,1,0,0,0,0
1412,432.0,156932,1,0,0,0,0
1504,440.0,166000,1,0,0,0,0
1456,400.0,177594,1,0,0,0,0
1258,462.0,173500,1,0,0,0,0
1258,648.0,172500,0,0,0,0,1
1402,648.0,194201,0,0,0,0,1
1589,630.0,226500,0,0,0,0,1
1266,388.0,185485,1,0,0,0,0
1530,630.0,259000,1,0,0,0,0
1119,437.0,188500,1,0,0,0,0
1374,400.0,175000,1,0,0,0,0
1959,434.0,215000,1,0,0,0,0
1525,534.0,206580,1,0,0,0,0
1720,440.0,183500,1,0,0,0,0
1394,400.0,165500,1,0,0,0,0
1948,434.0,211000,1,0,0,0,0
1690,463.0,181000,1,0,0,0,0
1995,435.0,219500,1,0,0,0,0
1647,460.0,175000,1,0,0,0,0
1430,400.0,170000,1,0,0,0,0
1320,400.0,162000,1,0,0,0,0
1690,442.0,187000,1,0,0,0,0
1644,460.0,185000,1,0,0,0,0
4476,813.0,745000,1,0,0,0,0
2551,925.0,384500,1,0,0,0,0
2285,648.0,248000,1,0,0,0,0
2633,804.0,466500,1,0,0,0,0
3078,806.0,410000,1,0,0,0,0
2582,758.0,322500,1,0,0,0,0
2385,600.0,252000,1,0,0,0,0
4316,832.0,755000,1,0,0,0,0
2013,455.0,269790,1,0,0,0,0
2398,834.0,315750,1,0,0,0,0
2520,721.0,290000,1,0,0,0,0
2531,752.0,290000,1,0,0,0,0
3228,546.0,430000,1,0,0,0,0
2202,517.0,263000,1,0,0,0,0
2538,933.0,330000,1,0,0,0,0
1369,605.0,213133,1,0,0,0,0
1542,852.0,260261,1,0,0,0,0
1905,788.0,320000,1,0,0,0,0
1464,754.0,282922,1,0,0,0,0
1534,484.0,215000,1,0,0,0,0
1966,1092.0,419005,1,0,0,0,0
1636,865.0,255000,1,0,0,0,0
1795,895.0,147000,1,0,0,0,0
1528,480.0,235876,1,0,0,0,0
1726,786.0,311872,1,0,0,0,0
1689,954.0,248328,1,0,0,0,0
1588,825.0,227000,1,0,0,0,0
1538,484.0,260000,1,0,0,0,0
1496,474.0,225000,1,0,0,0,0
1506,672.0,249000,1,0,0,0,0
1694,636.0,307000,1,0,0,0,0
1977,574.0,250000,1,0,0,0,0
1830,859.0,221300,1,0,0,0,0
1338,598.0,208900,1,0,0,0,0
1335,575.0,210400,1,0,0,0,0
1792,590.0,255000,1,0,0,0,0
1588,561.0,212109,1,0,0,0,0
1959,1025.0,270000,1,0,0,0,0
2610,550.0,303477,1,0,0,0,0
1880,880.0,310013,1,0,0,0,0
1656,826.0,249700,1,0,0,0,0
1761,578.0,227875,1,0,0,0,0
1584,594.0,261329,1,0,0,0,0
1685,658.0,253000,1,0,0,0,0
2443,744.0,265000,1,0,0,0,0
2466,610.0,340000,1,0,0,0,0
1100,0.0,146000,1,0,0,0,0
1143,0.0,147000,1,0,0,0,0
1094,576.0,149000,1,0,0,0,0
1486,566.0,181000,1,0,0,0,0
1721,471.0,201000,1,0,0,0,0
1820,492.0,191750,1,0,0,0,0
1349,539.0,179000,1,0,0,0,0
1494,514.0,215000,1,0,0,0,0
1575,529.0,179200,0,0,0,0,1
1266,283.0,128000,0,0,0,0,1
884,504.0,144000,1,0,0,0,0
2020,630.0,144000,0,0,1,0,0
894,308.0,120750,1,0,0,0,0
970,624.0,132500,1,0,0,0,0
1057,576.0,132000,1,0,0,0,0
999,264.0,132500,1,0,0,0,0
1120,544.0,129000,1,0,0,0,0
1696,349.0,143900,1,0,0,0,0
1040,686.0,145000,1,0,0,0,0
988,572.0,128500,1,0,0,0,0
902,288.0,125500,1,0,0,0,0
2503,564.0,300000,1,0,0,0,0
2167,518.0,294000,1,0,0,0,0
1037,431.0,129000,1,0,0,0,0
1701,611.0,171000,1,0,0,0,0
1055,542.0,147000,1,0,0,0,0
2810,750.0,302000,1,0,0,0,0
2872,541.0,285000,1,0,0,0,0
1378,540.0,214000,0,0,0,0,1
1151,484.0,166000,0,0,0,0,1
1565,476.0,193800,0,0,0,0,1
1352,466.0,208900,0,0,0,0,1
1352,466.0,194000,0,0,0,0,1
1550,528.0,207500,0,0,0,0,1
1241,569.0,199900,0,0,0,0,1
1250,528.0,164700,0,0,0,0,1
1501,440.0,176500,0,0,0,1,0
1458,440.0,176000,0,0,0,0,1
1512,440.0,168500,0,0,0,0,1
1573,440.0,177000,0,0,0,1,0
1525,440.0,177000,0,0,0,1,0
1102,480.0,148800,0,0,0,0,1
1441,492.0,174000,0,0,0,1,0
1950,576.0,239000,1,0,0,0,0
1358,625.0,204000,1,0,0,0,0
2048,552.0,301000,1,0,0,0,0
2362,1105.0,312500,1,0,0,0,0
1494,478.0,279700,0,0,0,0,1
2362,546.0,255000,1,0,0,0,0
1432,588.0,194000,1,0,0,0,0
1437,528.0,218000,1,0,0,0,0
1295,571.0,213750,0,0,0,0,1
1855,512.0,187000,1,0,0,0,0
1262,460.0,181500,1,0,0,0,0
2497,676.0,373000,1,0,0,0,0
2620,600.0,190000,0,0,1,0,0
1929,650.0,226000,1,0,0,0,0
1152,412.0,143450,1,0,0,0,0
2411,570.0,240050,1,0,0,0,0
1082,480.0,162500,1,0,0,0,0
1295,528.0,164000,1,0,0,0,0
1610,515.0,185000,1,0,0,0,0
1594,472.0,188500,1,0,0,0,0
2075,473.0,255000,1,0,0,0,0
1680,528.0,136905,0,0,1,0,0
1093,484.0,158500,1,0,0,0,0
1242,528.0,175500,1,0,0,0,0
1052,311.0,127000,1,0,0,0,0
1107,308.0,127000,1,0,0,0,0
1214,318.0,143000,1,0,0,0,0
1073,515.0,156000,1,0,0,0,0
1344,484.0,144000,1,0,0,0,0
1728,352.0,119000,0,0,1,0,0
1224,530.0,103000,0,0,1,0,0
1422,286.0,139900,1,0,0,0,0
958,301.0,151500,1,0,0,0,0
1065,461.0,126500,1,0,0,0,0
1138,264.0,145000,1,0,0,0,0
912,297.0,120000,1,0,0,0,0
1074,396.0,124000,1,0,0,0,0
882,294.0,106500,1,0,0,0,0
1187,440.0,140500,1,0,0,0,0
964,784.0,137500,1,0,0,0,0
894,312.0,117600,1,0,0,0,0
1200,440.0,163500,1,0,0,0,0
1042,440.0,161000,1,0,0,0,0
1302,309.0,158000,1,0,0,0,0
2154,539.0,224500,1,0,0,0,0
1374,286.0,147000,1,0,0,0,0
1652,510.0,200000,1,0,0,0,0
1429,572.0,181900,1,0,0,0,0
1327,624.0,150750,1,0,0,0,0
1224,462.0,101800,0,0,1,0,0
932,306.0,124000,1,0,0,0,0
908,512.0,138500,1,0,0,0,0
334,0.0,39300,1,0,0,0,0
666,0.0,64500,1,0,0,0,0
670,0.0,64000,1,0,0,0,0
808,308.0,112000,1,0,0,0,0
1977,540.0,165000,1,0,0,0,0
1150,288.0,144000,1,0,0,0,0
1920,400.0,137000,0,0,1,0,0
1376,240.0,105000,1,0,0,0,0
1644,312.0,146500,1,0,0,0,0
1560,792.0,126000,0,0,1,0,0
1280,432.0,175000,1,0,0,0,0
1254,525.0,158500,1,0,0,0,0
912,275.0,114500,1,0,0,0,0
1524,315.0,144000,1,0,0,0,0
2380,596.0,129000,1,0,0,0,0
936,315.0,141000,1,0,0,0,0
1008,308.0,131000,1,0,0,0,0
1053,692.0,142100,1,0,0,0,0
1056,308.0,139000,1,0,0,0,0
1442,301.0,157900,1,0,0,0,0
1056,260.0,139400,1,0,0,0,0
1244,336.0,150000,1,0,0,0,0
1144,336.0,120000,1,0,0,0,0
1721,464.0,174850,1,0,0,0,0
922,308.0,116000,1,0,0,0,0
1048,286.0,135000,1,0,0,0,0
1657,484.0,163500,1,0,0,0,0
1411,310.0,130000,1,0,0,0,0
1216,336.0,129500,1,0,0,0,0
1154,336.0,142000,1,0,0,0,0
1560,484.0,128600,0,0,1,0,0
948,410.0,125000,1,0,0,0,0
1040,293.0,136000,1,0,0,0,0
1008,240.0,134500,1,0,0,0,0
925,252.0,127000,1,0,0,0,0
1360,572.0,130000,1,0,0,0,0
1540,352.0,115000,1,0,0,0,0
925,390.0,116900,1,0,0,0,0
928,252.0,132000,1,0,0,0,0
1647,280.0,153000,1,0,0,0,0
924,420.0,112500,1,0,0,0,0
1544,0.0,138000,1,0,0,0,0
893,576.0,135000,1,0,0,0,0
1728,371.0,156000,1,0,0,0,0
3086,1200.0,301600,1,0,0,0,0
1034,240.0,109000,1,0,0,0,0
882,0.0,103200,1,0,0,0,0
1281,580.0,128500,1,0,0,0,0
968,216.0,64500,1,0,0,0,0
1534,0.0,148000,1,0,0,0,0
691,216.0,86000,1,0,0,0,0
1651,276.0,172000,1,0,0,0,0
888,240.0,120000,1,0,0,0,0
952,288.0,128500,1,0,0,0,0
2080,504.0,135000,1,0,0,0,0
924,576.0,122900,1,0,0,0,0
1082,240.0,119200,1,0,0,0,0
1846,315.0,143000,1,0,0,0,0
988,276.0,119000,1,0,0,0,0
1238,357.0,102000,1,0,0,0,0
864,720.0,129000,1,0,0,0,0
1134,254.0,135000,1,0,0,0,0
1040,286.0,152000,1,0,0,0,0
1170,338.0,140000,1,0,0,0,0
1242,324.0,152000,1,0,0,0,0
1377,351.0,156500,1,0,0,0,0
1800,0.0,141000,0,0,1,0,0
925,300.0,99000,1,0,0,0,0
1851,440.0,187000,1,0,0,0,0
1812,264.0,169500,1,0,0,0,0
864,294.0,125500,1,0,0,0,0
936,288.0,130000,1,0,0,0,0
960,576.0,103000,1,0,0,0,0
1432,360.0,132000,1,0,0,0,0
1296,576.0,127500,1,0,0,0,0
1022,184.0,89500,1,0,0,0,0
936,672.0,140000,0,0,1,0,0
967,180.0,99900,1,0,0,0,0
1047,273.0,100000,1,0,0,0,0
1072,379.0,130000,1,0,0,0,0
1174,576.0,135000,1,0,0,0,0
1183,308.0,120000,1,0,0,0,0
1131,672.0,89471,1,0,0,0,0
1141,252.0,85000,1,0,0,0,0
960,308.0,108500,1,0,0,0,0
1798,342.0,137000,1,0,0,0,0
866,0.0,110500,1,0,0,0,0
968,480.0,100000,1,0,0,0,0
1772,816.0,184900,1,0,0,0,0
1642,374.0,145000,1,0,0,0,0
1472,250.0,125000,1,0,0,0,0
1232,480.0,114000,1,0,0,0,0
2337,560.0,90000,0,1,0,0,0
1650,468.0,144100,1,0,0,0,0
2210,205.0,117500,1,0,0,0,0
1358,336.0,124500,1,0,0,0,0
2454,576.0,185000,1,0,0,0,0
2291,506.0,133900,0,1,0,0,0
1616,216.0,152000,1,0,0,0,0
1559,812.0,153500,1,0,0,0,0
2554,704.0,159500,1,0,0,0,0
1248,160.0,87000,1,0,0,0,0
968,331.0,104500,1,0,0,0,0
1382,384.0,110000,1,0,0,0,0
1060,308.0,136500,1,0,0,0,0
1435,308.0,128250,1,0,0,0,0
1167,495.0,144000,1,0,0,0,0
1635,440.0,210000,1,0,0,0,0
1274,224.0,135000,1,0,0,0,0
1232,217.0,128000,1,0,0,0,0
1218,440.0,131000,1,0,0,0,0
884,240.0,113000,1,0,0,0,0
1409,528.0,126000,1,0,0,0,0
1322,280.0,132000,1,0,0,0,0
1426,230.0,131750,1,0,0,0,0
1281,379.0,132500,1,0,0,0,0
1513,180.0,137500,1,0,0,0,0
854,576.0,132000,1,0,0,0,0
1367,560.0,127500,1,0,0,0,0
986,180.0,102000,1,0,0,0,0
2264,408.0,200000,1,0,0,0,0
1824,520.0,180500,1,0,0,0,0
1376,576.0,165000,1,0,0,0,0
1316,576.0,90000,1,0,0,0,0
1396,384.0,153575,1,0,0,0,0
1344,456.0,140000,1,0,0,0,0
2526,216.0,136000,1,0,0,0,0
1173,240.0,113000,1,0,0,0,0
1214,216.0,117000,1,0,0,0,0
1818,240.0,169500,1,0,0,0,0
1108,280.0,139400,1,0,0,0,0
2294,658.0,202500,1,0,0,0,0
1355,0.0,127000,1,0,0,0,0
1375,544.0,141000,1,0,0,0,0
1952,299.0,212300,1,0,0,0,0
2180,720.0,161000,1,0,0,0,0
1315,436.0,99500,0,1,0,0,0
1111,288.0,101000,1,0,0,0,0
1196,440.0,109900,1,0,0,0,0
1382,660.0,128500,1,0,0,0,0
1889,308.0,122000,0,1,0,0,0
840,0.0,87000,1,0,0,0,0
1484,264.0,50000,1,0,0,0,0
2267,498.0,219000,1,0,0,0,0
3086,0.0,200500,1,0,0,0,0
1134,240.0,126000,1,0,0,0,0
1282,240.0,108500,0,1,0,0,0
999,308.0,130000,0,1,0,0,0
1452,572.0,158450,1,0,0,0,0
1005,440.0,115400,1,0,0,0,0
1029,261.0,118500,1,0,0,0,0
1020,528.0,165000,1,0,0,0,0
1040,264.0,123000,1,0,0,0,0
913,240.0,129000,1,0,0,0,0
894,384.0,125000,1,0,0,0,0
948,300.0,108000,1,0,0,0,0
868,576.0,119900,0,1,0,0,0
897,264.0,115000,1,0,0,0,0
943,528.0,134500,1,0,0,0,0
955,386.0,127000,1,0,0,0,0
894,450.0,129000,1,0,0,0,0
1285,528.0,143500,1,0,0,0,0
912,315.0,129000,1,0,0,0,0
1375,323.0,187000,1,0,0,0,0
2654,638.0,158000,1,0,0,0,0
1416,576.0,112000,1,0,0,0,0
1302,224.0,165250,1,0,0,0,0
1299,494.0,150000,1,0,0,0,0
1176,303.0,137000,1,0,0,0,0
998,460.0,89500,1,0,0,0,0
1824,739.0,302000,1,0,0,0,0
1522,552.0,182000,1,0,0,0,0
2060,521.0,211000,1,0,0,0,0
1325,576.0,216000,1,0,0,0,0
1630,649.0,130000,1,0,0,0,0
1242,336.0,109900,1,0,0,0,0
2422,527.0,255000,1,0,0,0,0
2158,576.0,243000,1,0,0,0,0
1626,332.0,154000,1,0,0,0,0
864,399.0,118000,1,0,0,0,0
943,308.0,80000,1,0,0,0,0
1440,0.0,150000,0,0,1,0,0
605,0.0,86000,1,0,0,0,0
1038,264.0,130000,0,0,0,0,1
1342,256.0,125000,1,0,0,0,0
1480,253.0,136500,1,0,0,0,0
1362,280.0,96000,1,0,0,0,0
1340,252.0,120000,1,0,0,0,0
1822,515.0,228500,1,0,0,0,0
1442,719.0,179900,1,0,0,0,0
2243,746.0,225000,1,0,0,0,0
2730,576.0,301000,1,0,0,0,0
2127,833.0,238000,1,0,0,0,0
1982,575.0,228500,1,0,0,0,0
1958,499.0,220000,1,0,0,0,0
2696,792.0,383970,1,0,0,0,0
2828,1052.0,424870,1,0,0,0,0
1651,870.0,250000,1,0,0,0,0
2140,894.0,360000,1,0,0,0,0
1494,840.0,279500,1,0,0,0,0
1316,440.0,200141,1,0,0,0,0
1651,870.0,246500,1,0,0,0,0
